FileName,BlockIndex,BottomIndent,LeftIndent,RightIndent,TopIndent,PixelsPerSymbol,Width,Height,WidthToHeightRatio,Label
image-435,53,321,176,585,890,9.75,39,18,2.1666666666666665,Garbage
image-435,54,290,177,584,922,9.75,39,17,2.2941176470588234,Garbage
image-435,55,260,176,583,950,10.25,41,19,2.1578947368421053,Garbage
image-435,56,412,301,457,646,10,42,171,0.24561403508771928,Garbage
image-435,57,259,301,456,829,10.116666666666667,43,141,0.3049645390070922,Garbage
image-435,58,563,425,324,645,10.2,51,21,2.4285714285714284,Garbage
image-435,59,534,424,323,677,10.6,53,18,2.9444444444444446,Garbage
image-435,60,503,424,326,707,10,50,19,2.6315789473684212,Garbage
image-435,61,473,423,327,738,10,50,18,2.7777777777777777,Garbage
image-435,62,443,423,327,769,10,50,17,2.9411764705882355,Garbage
image-435,63,412,424,323,798,10.6,53,19,2.789473684210526,Garbage
image-435,64,382,425,326,830,9.8,49,17,2.8823529411764706,Garbage
image-435,65,350,425,327,860,9.6,48,19,2.526315789473684,Garbage
image-435,66,321,423,327,890,10,50,18,2.7777777777777777,Garbage
image-435,67,290,424,323,921,10.6,53,18,2.9444444444444446,Garbage
image-435,68,260,425,324,950,10.2,51,19,2.6842105263157894,Garbage
image-435,69,290,550,196,646,9.999999999999998,54,293,0.18430034129692832,Garbage
image-435,70,260,551,196,950,10.6,53,19,2.789473684210526,Garbage
image-435,71,260,678,68,647,10.018181818181818,54,322,0.16770186335403728,Garbage
image-435,72,164,38,39,1016,12.627314814814817,723,49,14.755102040816327,Paragraph
image-435,73,40,35,34,1076,12.625155509901273,731,113,6.469026548672566,Paragraph
image-436,0,1170,30,125,38,11.264150943396228,645,21,30.714285714285715,Garbage
image-436,1,1105,35,37,100,12.133333333333333,728,24,30.333333333333332,Paragraph
image-436,2,712,35,32,137,12.315669543253623,733,380,1.9289473684210525,Paragraph
image-436,3,438,34,28,528,12.589706793520357,738,263,2.806083650190114,Paragraph
image-436,4,381,38,585,802,12.821428571428571,177,46,3.847826086956522,Paragraph
image-436,5,42,37,25,831,12.402186414245769,738,356,2.0730337078651684,Paragraph
image-437,0,1180,274,281,31,10.652173913043478,245,18,13.61111111111111,Garbage
image-437,1,1186,729,36,24,11.666666666666666,35,19,1.8421052631578947,Garbage
image-437,2,875,36,28,93,12.998445036170098,736,261,2.8199233716475094,Paragraph
image-437,3,846,40,589,367,12.214285714285714,171,16,10.6875,Paragraph
image-437,4,693,36,31,393,12.36538198517123,733,143,5.125874125874126,Paragraph
image-437,5,665,42,675,549,11.857142857142858,83,15,5.533333333333333,Paragraph
image-437,6,483,38,31,577,12.796307182202924,731,169,4.325443786982248,Paragraph
image-437,7,331,36,32,759,12.78312616786522,732,139,5.266187050359712,Paragraph
image-437,8,301,39,479,911,11.75,282,17,16.58823529411765,Paragraph
image-437,9,238,40,34,940,12.343869731800766,726,51,14.235294117647058,Paragraph
image-437,10,58,38,30,1000,12.123070355909451,732,171,4.280701754385965,Paragraph
image-437,11,24,98,378,1188,9.257142857142858,324,17,19.058823529411764,Comment
image-438,0,1173,24,738,38,12.666666666666666,38,18,2.111111111111111,Garbage
image-438,1,1171,114,125,42,10.58490566037736,561,16,35.0625,Garbage
image-438,2,1047,333,40,101,12.071691176470589,427,81,5.271604938271605,Garbage
image-438,3,102,329,38,193,12.524667454289249,433,934,0.46359743040685225,Paragraph
image-438,4,71,335,38,1141,12.558823529411764,427,17,25.11764705882353,Paragraph
image-438,5,41,335,36,1173,12.617647058823527,429,15,28.6,Garbage
image-439,0,1190,279,273,21,10.782608695652174,248,18,13.777777777777779,Garbage
image-439,1,1191,735,29,18,12,36,20,1.8,Garbage
image-439,2,1094,39,30,85,12.478070175438596,731,50,14.62,Paragraph
image-439,3,1067,39,534,147,11.947368421052632,227,15,15.133333333333333,Paragraph
image-439,4,794,38,30,173,12.603876828889234,732,262,2.7938931297709924,Paragraph
image-439,5,338,35,30,449,12.509084486117644,735,442,1.66289592760181,Paragraph
image-439,6,187,38,32,904,12.156626678300828,730,138,5.2898550724637685,Paragraph
image-439,7,64,39,33,1056,12.233015640273706,728,109,6.678899082568807,Paragraph
image-439,8,31,97,668,1181,11.666666666666666,35,17,2.0588235294117645,Comment
image-440,0,1178,35,732,34,11,33,17,1.9411764705882353,Garbage
image-440,1,1175,125,117,36,10.528301886792454,558,18,31,Garbage
image-440,2,1112,39,37,101,12.271186440677964,724,16,45.25,Paragraph
image-440,3,1082,39,388,131,12.03225806451613,373,16,23.3125,Paragraph
image-440,4,416,35,33,158,12.419619844400534,732,655,1.117557251908397,Paragraph
image-440,5,233,35,33,824,12.41315314802157,732,172,4.255813953488372,Paragraph
image-440,6,201,36,568,1010,12.25,196,18,10.88888888888889,Paragraph
image-440,7,112,35,35,1038,12.473931623931623,730,79,9.240506329113924,Paragraph
image-440,8,51,128,164,1159,9.407407407407408,508,19,26.736842105263158,Garbage
image-441,0,1167,277,281,44,10.521739130434783,242,18,13.444444444444445,Garbage
image-441,1,1170,729,36,41,11.666666666666666,35,18,1.9444444444444444,Garbage
image-441,2,1105,78,40,105,12.4,682,19,35.89473684210526,Paragraph
image-441,3,711,36,32,138,12.271029225323774,732,380,1.9263157894736842,Paragraph
image-441,4,560,37,34,528,12.612471934844816,729,141,5.170212765957447,Paragraph
image-441,5,529,79,31,680,13.0188679245283,690,20,34.5,Paragraph
image-441,6,73,35,30,712,12.330643401860153,735,444,1.6554054054054055,Paragraph
image-441,7,42,39,47,1167,12.310344827586206,714,20,35.7,Paragraph
image-442,0,1171,29,735,42,12,36,16,2.25,Garbage
image-442,1,1168,114,125,44,10.58490566037736,561,17,33,Garbage
image-442,2,1013,30,38,105,12.181541538372995,732,111,6.594594594594595,Paragraph
image-442,3,619,31,35,225,12.394635663059356,734,385,1.9064935064935065,Paragraph
image-442,4,286,29,35,618,12.45203352610634,736,325,2.2646153846153845,Paragraph
image-442,5,44,31,35,953,12.678788682311758,734,232,3.163793103448276,Paragraph
image-443,0,1167,277,274,44,10.826086956521738,249,18,13.833333333333334,Garbage
image-443,1,1170,733,31,41,12,36,18,2,Garbage
image-443,2,953,36,28,107,12.543598960146047,736,169,4.355029585798817,Paragraph
image-443,3,892,37,35,290,12.485862068965517,728,47,15.48936170212766,Paragraph
image-443,4,529,29,34,347,12.67414872993716,737,353,2.087818696883853,Paragraph
image-443,5,317,28,33,710,12.372935651059532,739,202,3.6584158415841586,Paragraph
image-443,6,165,31,36,927,12.654285457808257,733,137,5.350364963503649,Paragraph
image-443,7,103,29,41,1074,12.374579124579125,730,52,14.038461538461538,Paragraph
image-443,8,43,35,37,1134,12.428879310344827,728,52,14,Paragraph
image-444,0,1175,33,119,34,10.654088050314463,648,20,32.4,Garbage
image-444,1,1111,36,40,101,11.868852459016392,724,17,42.588235294117645,Paragraph
image-444,2,594,31,30,132,12.349220912605048,739,503,1.4691848906560636,Paragraph
image-444,3,565,39,465,647,12.333333333333334,296,17,17.41176470588235,Paragraph
image-444,4,353,31,33,673,12.144432315854932,736,203,3.625615763546798,Paragraph
image-444,5,323,31,40,888,12.789473684210526,729,18,40.5,Paragraph
image-444,6,232,31,35,918,12.406326422115896,734,79,9.291139240506329,Paragraph
image-444,7,74,33,35,1036,10.280120617944148,732,119,6.151260504201681,Comment
image-444,8,47,32,633,1167,10.384615384615383,135,15,9,Garbage
image-445,0,1172,277,274,40,10.826086956521738,249,17,14.647058823529411,Garbage
image-445,1,1175,732,36,36,10.666666666666666,32,18,1.7777777777777777,Garbage
image-445,2,1077,167,535,98,8.438888888888888,98,54,1.8148148148148149,Garbage
image-445,3,1077,533,170,97,8.433838383838385,97,55,1.7636363636363637,Garbage
image-445,4,1033,233,539,178,14,28,18,1.5555555555555556,Garbage
image-445,5,1008,234,539,202,13.5,27,19,1.4210526315789473,Garbage
image-445,6,1008,589,186,178,12.25,25,43,0.5813953488372093,Garbage
image-445,7,971,303,250,241,10.73913043478261,247,17,14.529411764705882,Garbage
image-445,8,945,357,307,267,9.714285714285714,136,17,8,Garbage
image-445,9,805,36,41,305,10.59618124732991,723,119,6.07563025210084,Garbage
image-445,10,763,333,281,448,10.941176470588236,186,18,10.333333333333334,Garbage
image-445,11,565,230,540,471,12.9375,30,193,0.15544041450777202,Garbage
image-445,12,564,586,168,471,11.96875,46,194,0.23711340206185566,Garbage
image-445,13,474,232,542,711,12.5,26,44,0.5909090909090909,Garbage
image-445,14,473,587,168,710,11.875,45,46,0.9782608695652174,Garbage
image-445,15,423,288,232,765,10.185185185185183,280,41,6.829268292682927,Garbage
image-445,16,396,343,287,816,8.947368421052632,170,17,10,Garbage
image-445,17,301,33,35,859,10.491002263581487,732,69,10.608695652173912,Comment
image-445,18,260,335,279,951,10.941176470588236,186,18,10.333333333333334,Garbage
image-445,19,41,231,542,993,12.4375,27,195,0.13846153846153847,Garbage
image-445,20,216,587,186,993,13.5,27,20,1.35,Garbage
image-445,21,92,586,170,1018,11.4,44,119,0.3697478991596639,Garbage
image-445,22,41,585,171,1145,11.625,44,43,1.0232558139534884,Garbage
image-446,0,1167,38,116,41,13.454177897574125,646,21,30.761904761904763,Garbage
image-446,1,1097,295,225,117,10.37037037037037,280,15,18.666666666666668,Garbage
image-446,2,1072,297,227,143,9.857142857142858,276,14,19.714285714285715,Garbage
image-446,3,1046,349,278,166,9.105263157894736,173,17,10.176470588235293,Garbage
image-446,4,965,38,30,194,10.591255463538074,732,70,10.457142857142857,Comment
image-446,5,930,343,271,281,10.941176470588236,186,18,10.333333333333334,Garbage
image-446,6,730,237,535,305,12.9375,28,194,0.14432989690721648,Garbage
image-446,7,731,591,180,304,12.8125,29,194,0.14948453608247422,Garbage
image-446,8,912,705,82,303,13,13,14,0.9285714285714286,Garbage
image-446,9,680,292,231,508,9.901709401709402,277,41,6.7560975609756095,Garbage
image-446,10,578,238,533,554,12.875,29,97,0.29896907216494845,Garbage
image-446,11,657,594,181,555,12.5,25,17,1.4705882352941178,Garbage
image-446,12,630,592,163,578,11.25,45,21,2.142857142857143,Garbage
image-446,13,582,594,180,605,13,26,42,0.6190476190476191,Garbage
image-446,14,554,295,228,658,10.25925925925926,277,17,16.294117647058822,Garbage
image-446,15,529,316,254,686,10,230,14,16.428571428571427,Garbage
image-446,16,504,349,278,708,9.105263157894736,173,17,10.176470588235293,Garbage
image-446,17,433,40,33,753,10.940322580645162,727,43,16.906976744186046,Garbage
image-446,18,387,343,271,825,10.941176470588236,186,17,10.941176470588236,Garbage
image-446,19,334,237,537,850,12.75,26,45,0.5777777777777777,Garbage
image-446,20,309,238,537,901,12.5,25,19,1.3157894736842106,Garbage
image-446,21,358,594,183,853,11.5,23,18,1.2777777777777777,Garbage
image-446,22,309,592,47,875,11.894444444444446,161,45,3.577777777777778,Garbage
image-446,23,282,342,275,928,10.764705882352942,183,19,9.631578947368421,Garbage
image-446,24,248,325,251,964,10.181818181818182,224,17,13.176470588235293,Garbage
image-446,25,223,349,284,992,9.823529411764708,167,14,11.928571428571429,Garbage
image-446,26,187,237,534,1022,14.5,29,20,1.45,Garbage
image-446,27,188,598,48,1022,11.846153846153848,154,19,8.105263157894736,Garbage
image-446,28,139,648,54,1052,9.7375,98,38,2.5789473684210527,Garbage
image-446,29,87,238,536,1122,13,26,20,1.3,Garbage
image-446,30,63,600,45,1102,10.457142857142856,155,64,2.421875,Garbage
image-446,31,39,661,91,1177,9.6,48,13,3.6923076923076925,Comment
image-447,0,1167,278,274,45,10.782608695652174,248,17,14.588235294117647,Garbage
image-447,1,1170,732,32,42,12,36,17,2.1176470588235294,Garbage
image-447,2,957,232,539,101,13.5,29,171,0.1695906432748538,Garbage
image-447,3,933,233,540,277,13.5,27,19,1.4210526315789473,Garbage
image-447,4,1082,589,168,102,11.375,43,45,0.9555555555555556,Garbage
image-447,5,932,587,183,153,13.25,30,144,0.20833333333333334,Garbage
image-447,6,907,291,229,306,10.37037037037037,280,16,17.5,Garbage
image-447,7,881,313,257,334,10,230,14,16.428571428571427,Garbage
image-447,8,855,343,284,357,9.105263157894736,173,17,10.176470588235293,Garbage
image-447,9,770,37,35,391,10.5898392652124,728,68,10.705882352941176,Garbage
image-447,10,739,338,279,473,10.764705882352942,183,17,10.764705882352942,Garbage
image-447,11,511,233,537,499,13.166666666666666,30,219,0.136986301369863,Garbage
image-447,12,511,588,168,499,12.63888888888889,44,219,0.2009132420091324,Garbage
image-447,13,485,293,233,727,10.148148148148149,274,17,16.11764705882353,Garbage
image-447,14,459,293,233,755,9.785714285714286,274,15,18.266666666666666,Garbage
image-447,15,434,343,284,778,9.105263157894736,173,17,10.176470588235293,Garbage
image-447,16,347,38,31,813,9.267588630275196,731,69,10.594202898550725,Garbage
image-447,17,314,234,538,897,14,28,18,1.5555555555555556,Garbage
image-447,18,314,591,184,897,12.5,25,18,1.3888888888888888,Garbage
image-447,19,287,339,275,922,10.941176470588236,186,20,9.3,Garbage
image-447,20,32,234,538,952,12.35,28,245,0.11428571428571428,Garbage
image-447,21,82,588,164,952,12.21875,48,195,0.24615384615384617,Garbage
image-447,22,33,592,183,1153,12,25,43,0.5813953488372093,Garbage
image-448,0,1179,29,735,33,12,36,17,2.1176470588235294,Garbage
image-448,1,1176,117,125,36,10.528301886792454,558,17,32.8235294117647,Garbage
image-448,2,1117,311,249,96,10.434782608695652,240,16,15,Garbage
image-448,3,1092,328,268,124,10.2,204,13,15.692307692307692,Garbage
image-448,4,1041,235,539,143,12.5,26,45,0.5777777777777777,Garbage
image-448,5,1019,234,540,194,13,26,16,1.625,Garbage
image-448,6,1017,589,183,144,13.166666666666666,28,68,0.4117647058823529,Garbage
image-448,7,991,291,229,221,10.37037037037037,280,17,16.470588235294116,Garbage
image-448,8,967,293,233,248,9.785714285714286,274,14,19.571428571428573,Garbage
image-448,9,940,344,285,271,9,171,18,9.5,Garbage
image-448,10,881,34,39,306,10.769675925925926,727,42,17.30952380952381,Garbage
image-448,11,847,233,542,364,12.5,25,18,1.3888888888888888,Garbage
image-448,12,845,590,53,364,11.214285714285714,157,20,7.85,Garbage
image-448,13,820,651,95,395,10.8,54,14,3.857142857142857,Garbage
image-448,14,794,339,281,418,10.588235294117649,180,17,10.588235294117647,Garbage
image-448,15,772,234,543,441,11.5,23,16,1.4375,Garbage
image-448,16,746,590,53,439,10.407142857142857,157,44,3.5681818181818183,Garbage
image-448,17,695,321,263,494,9.90909090909091,216,40,5.4,Garbage
image-448,18,671,234,540,540,13,26,18,1.4444444444444444,Garbage
image-448,19,646,590,60,540,11.55,150,43,3.488372093023256,Garbage
image-448,20,620,234,540,591,13,26,18,1.4444444444444444,Garbage
image-448,21,546,594,58,591,10.748412698412697,148,92,1.608695652173913,Garbage
image-448,22,496,236,539,693,12,25,40,0.625,Garbage
image-448,23,495,590,167,690,11.125,43,44,0.9772727272727273,Garbage
image-448,24,393,235,541,792,11.75,24,44,0.5454545454545454,Garbage
image-448,25,393,587,186,791,12.75,27,45,0.6,Garbage
image-448,26,367,291,235,845,10.148148148148149,274,17,16.11764705882353,Garbage
image-448,27,316,312,258,872,9.38095238095238,230,41,5.609756097560975,Garbage
image-448,28,257,31,38,928,11.38784803538902,731,44,16.613636363636363,Paragraph
image-448,29,232,32,664,981,11.555555555555555,104,16,6.5,Paragraph
image-448,30,186,236,541,1024,11.5,23,19,1.2105263157894737,Garbage
image-448,31,186,588,186,1023,13,26,20,1.3,Garbage
image-448,32,161,341,279,1052,10.588235294117649,180,16,11.25,Garbage
image-448,33,62,234,539,1074,12.125,27,93,0.2903225806451613,Garbage
image-448,34,38,235,539,1174,13,26,17,1.5294117647058822,Garbage
image-448,35,37,590,167,1074,11.95,43,118,0.3644067796610169,Garbage
image-449,0,1167,277,274,44,10.826086956521738,249,18,13.833333333333334,Garbage
image-449,1,1170,733,31,42,12,36,17,2.1176470588235294,Garbage
image-449,2,1104,235,537,105,14,28,20,1.4,Garbage
image-449,3,1054,235,538,130,13.25,27,45,0.6,Garbage
image-449,4,1030,238,538,181,12,24,18,1.3333333333333333,Garbage
image-449,5,1029,591,184,107,12,25,93,0.26881720430107525,Garbage
image-449,6,1003,292,232,209,10.22222222222222,276,17,16.235294117647058,Garbage
image-449,7,978,293,233,237,9.785714285714286,274,14,19.571428571428573,Garbage
image-449,8,953,338,279,257,9.857142857142858,183,19,9.631578947368421,Garbage
image-449,9,880,39,36,305,10.8109243697479,725,44,16.477272727272727,Garbage
image-449,10,838,234,543,373,11.5,23,18,1.2777777777777777,Garbage
image-449,11,838,592,186,374,11,22,17,1.2941176470588236,Garbage
image-449,12,811,339,281,402,10.588235294117649,180,16,11.25,Garbage
image-449,13,585,229,539,422,12.88888888888889,32,222,0.14414414414414414,Garbage
image-449,14,661,587,168,424,12.291666666666666,45,144,0.3125,Garbage
image-449,15,605,588,184,574,13.25,28,50,0.56,Garbage
image-449,16,587,590,185,622,12.5,25,20,1.25,Garbage
image-449,17,536,310,246,652,10.054347826086955,244,41,5.951219512195122,Garbage
image-449,18,385,230,540,699,12.416666666666666,30,145,0.20689655172413793,Garbage
image-449,19,387,586,170,699,12.125,44,143,0.3076923076923077,Garbage
image-449,20,359,285,235,853,10.37037037037037,280,17,16.470588235294116,Garbage
image-449,21,309,308,262,880,9.04761904761905,230,40,5.75,Garbage
image-449,22,258,77,39,953,10.523076923076925,684,18,38,Garbage
image-449,23,232,35,595,979,10.625,170,18,9.444444444444445,Comment
image-449,24,185,230,545,1026,12.5,25,18,1.3888888888888888,Garbage
image-449,25,184,588,64,1026,12.333333333333334,148,19,7.7894736842105265,Garbage
image-449,26,159,649,98,1057,10.6,53,13,4.076923076923077,Garbage
image-449,27,132,333,281,1080,10.941176470588236,186,17,10.941176470588236,Garbage
image-449,28,107,230,544,1102,13,26,20,1.3,Garbage
image-449,29,109,589,63,1102,12.333333333333334,148,18,8.222222222222221,Garbage
image-449,30,58,231,546,1153,11.5,23,18,1.2777777777777777,Garbage
image-449,31,34,590,53,1132,10.738095238095235,157,63,2.492063492063492,Comment
image-450,0,1170,34,733,38,11,33,21,1.5714285714285714,Garbage
image-450,1,1167,120,122,43,10.528301886792454,558,19,29.36842105263158,Garbage
image-450,2,1110,237,539,101,12,24,18,1.3333333333333333,Garbage
image-450,3,1106,596,54,103,11.538461538461538,150,20,7.5,Garbage
image-450,4,1082,655,92,134,10.6,53,13,4.076923076923077,Garbage
image-450,5,1033,234,537,151,13.75,29,45,0.6444444444444445,Garbage
image-450,6,1033,592,183,154,12,25,42,0.5952380952380952,Garbage
image-450,7,992,291,229,220,10.37037037037037,280,17,16.470588235294116,Garbage
image-450,8,967,294,232,248,9.785714285714286,274,14,19.571428571428573,Garbage
image-450,9,941,339,272,269,9,189,19,9.947368421052632,Garbage
image-450,10,862,35,39,325,10.4638526119403,726,42,17.285714285714285,Garbage
image-450,11,823,236,540,386,12,24,20,1.2,Garbage
image-450,12,795,589,57,389,10.3,154,45,3.422222222222222,Garbage
image-450,13,770,339,279,441,10.705882352941176,182,18,10.11111111111111,Garbage
image-450,14,747,236,541,464,11.5,23,18,1.2777777777777777,Garbage
image-450,15,745,589,58,465,10.928571428571429,153,19,8.052631578947368,Garbage
image-450,16,719,652,95,495,10.6,53,15,3.533333333333333,Garbage
image-450,17,697,235,538,513,13.5,27,19,1.4210526315789473,Garbage
image-450,18,646,590,59,514,10.925,151,69,2.1884057971014492,Garbage
image-450,19,622,237,539,589,12,24,18,1.3333333333333333,Garbage
image-450,20,597,237,539,612,12,24,20,1.2,Garbage
image-450,21,572,236,538,637,13,26,20,1.3,Garbage
image-450,22,592,591,184,590,12,25,47,0.5319148936170213,Garbage
image-450,23,571,593,184,640,11.5,23,18,1.2777777777777777,Garbage
image-450,24,545,296,229,668,10.185185185185183,275,16,17.1875,Garbage
image-450,25,520,288,226,695,10.214285714285714,286,14,20.428571428571427,Garbage
image-450,26,494,330,269,717,10.05,201,18,11.166666666666666,Garbage
image-450,27,413,34,39,773,10.79379652605459,727,43,16.906976744186046,Garbage
image-450,28,370,235,539,840,13,26,19,1.368421052631579,Garbage
image-450,29,369,588,184,839,14,28,21,1.3333333333333333,Garbage
image-450,30,343,337,281,868,10.705882352941176,182,18,10.11111111111111,Garbage
image-450,31,193,234,538,890,13.166666666666666,28,146,0.1917808219178082,Garbage
image-450,32,194,589,183,890,12.75,28,145,0.19310344827586207,Garbage
image-450,33,129,75,40,1080,12.454545454545457,685,20,34.25,Paragraph
image-450,34,97,38,680,1116,11.714285714285714,82,16,5.125,Paragraph
image-450,35,37,38,38,1142,12.01490356516657,724,50,14.48,Paragraph
image-451,0,1168,277,281,42,10.521739130434783,242,19,12.736842105263158,Garbage
image-451,1,1171,730,36,40,11.333333333333334,34,18,1.8888888888888888,Garbage
image-451,2,892,34,33,107,12.368057532537724,733,230,3.1869565217391305,Paragraph
image-451,3,860,37,367,351,12,396,18,22,Paragraph
image-451,4,346,31,31,377,12.31528313994014,738,506,1.458498023715415,Paragraph
image-451,5,316,39,357,896,11.882352941176473,404,17,23.764705882352942,Paragraph
image-451,6,42,39,29,924,12.400669254906305,732,263,2.783269961977186,Paragraph
image-452,0,1168,37,117,41,11.333333333333334,646,20,32.3,Garbage
image-452,1,1013,39,31,108,12.352881406691193,730,108,6.7592592592592595,Paragraph
image-452,2,892,38,30,226,12.064526666292007,732,111,6.594594594594595,Paragraph
image-452,3,649,35,31,347,12.334608499136014,734,233,3.1502145922746783,Paragraph
image-452,4,559,36,39,592,12.167295629257284,725,78,9.294871794871796,Paragraph
image-452,5,528,36,529,684,13.055555555555555,235,17,13.823529411764707,Paragraph
image-452,6,468,39,40,711,12.93842105263158,721,50,14.42,Paragraph
image-452,7,165,31,33,772,12.522196411579197,736,292,2.5205479452054793,Paragraph
image-452,8,135,34,619,1079,11.307692307692308,147,15,9.8,Paragraph
image-452,9,42,36,38,1105,12.457890061471767,726,82,8.853658536585366,Paragraph
image-453,0,1184,277,274,28,10.826086956521738,249,17,14.647058823529411,Garbage
image-453,1,1186,733,31,25,12,36,18,2,Garbage
image-453,2,1121,36,35,91,12.35593220338983,729,17,42.88235294117647,Garbage
image-453,3,1090,39,350,123,12.454545454545457,411,16,25.6875,Paragraph
image-453,4,1029,38,30,150,12.916114058355438,732,50,14.64,Paragraph
image-453,5,999,39,649,214,12.444444444444445,112,16,7,Paragraph
image-453,6,937,37,35,241,12.266666666666666,728,51,14.27450980392157,Paragraph
image-453,7,907,38,440,306,11.925925925925926,322,16,20.125,Paragraph
image-453,8,422,36,32,331,12.477048439720267,732,476,1.5378151260504203,Paragraph
image-453,9,391,37,36,820,12.116666666666667,727,18,40.388888888888886,Paragraph
image-453,10,56,34,35,873,10.460922227681596,731,300,2.4366666666666665,Comment
image-453,11,25,93,394,1188,9.205882352941176,313,16,19.5625,Comment
image-454,0,1171,29,122,38,11.625786163522012,649,20,32.45,Garbage
image-454,1,1106,36,33,107,12.183333333333334,731,16,45.6875,Paragraph
image-454,2,1076,32,425,137,12.25,343,16,21.4375,Paragraph
image-454,3,862,31,32,161,12.895637833087802,737,206,3.5776699029126213,Paragraph
image-454,4,832,36,687,378,12.833333333333334,77,19,4.052631578947368,Paragraph
image-454,5,710,36,35,405,11.371426097223036,729,114,6.394736842105263,Paragraph
image-454,6,499,35,33,528,12.576928865599388,732,202,3.623762376237624,Paragraph
image-454,7,470,38,689,744,12.166666666666666,73,15,4.866666666666666,Paragraph
image-454,8,196,35,28,770,12.454305050072136,737,263,2.802281368821293,Paragraph
image-454,9,114,99,33,1095,9.27777777777778,668,20,33.4,Comment
image-454,10,64,75,414,1120,11.451566951566951,311,45,6.911111111111111,Garbage
image-454,11,37,94,340,1170,9.384615384615383,366,22,16.636363636363637,Comment
image-455,0,1183,279,273,29,10.782608695652174,248,17,14.588235294117647,Garbage
image-455,1,1183,731,29,26,13.333333333333334,40,20,2,Garbage
image-455,2,1089,39,31,88,12.606060606060606,730,52,14.038461538461538,Paragraph
image-455,3,1059,39,526,154,12.36842105263158,235,16,14.6875,Paragraph
image-455,4,998,39,30,183,12.19047619047619,731,48,15.229166666666666,Paragraph
image-455,5,786,35,33,241,12.384108273359256,732,202,3.623762376237624,Paragraph
image-455,6,695,37,30,454,12.378335555729862,733,80,9.1625,Paragraph
image-455,7,147,29,33,545,12.387089017144302,738,537,1.3743016759776536,Paragraph
image-455,8,117,33,38,1095,12.56896551724138,729,17,42.88235294117647,Paragraph
image-455,9,57,70,444,1152,9.862068965517242,286,20,14.3,Garbage
image-455,10,26,91,676,1186,11,33,17,1.9411764705882353,Comment
image-456,0,1167,40,111,38,11.4874213836478,649,24,27.041666666666668,Garbage
image-456,1,1013,39,30,106,12.351922006633892,731,110,6.6454545454545455,Paragraph
image-456,2,981,40,472,229,13.090909090909092,288,19,15.157894736842104,Paragraph
image-456,3,950,77,29,258,11.96551724137931,694,21,33.04761904761905,Paragraph
image-456,4,588,34,29,290,12.497662539102691,737,351,2.0997150997150995,Paragraph
image-456,5,341,29,35,655,12.691357763223232,736,233,3.1587982832618025,Paragraph
image-456,6,314,29,205,898,11.791666666666666,566,17,33.294117647058826,Paragraph
image-456,7,101,28,39,927,12.580632514824975,733,201,3.646766169154229,Paragraph
image-456,8,36,88,338,1172,9.842105263157896,374,21,17.80952380952381,Comment
image-457,0,1170,278,274,42,10.782608695652174,248,17,14.588235294117647,Garbage
image-457,1,1172,733,29,38,12.666666666666666,38,19,2,Garbage
image-457,2,923,38,30,105,12.233440357312148,732,201,3.6417910447761193,Paragraph
image-457,3,892,39,37,320,12.066666666666666,724,17,42.588235294117645,Paragraph
image-457,4,679,37,35,351,12.90505348121052,728,199,3.658291457286432,Paragraph
image-457,5,649,36,475,564,12.041666666666666,289,16,18.0625,Paragraph
image-457,6,589,35,39,591,12.441148775894538,726,49,14.816326530612244,Paragraph
image-457,7,558,39,326,655,11.756756756756756,435,16,27.1875,Paragraph
image-457,8,284,29,33,681,12.428644864778704,738,264,2.7954545454545454,Paragraph
image-457,9,41,28,42,958,12.449177723053648,730,230,3.1739130434782608,Paragraph
image-458,0,1169,32,117,40,11.4874213836478,651,20,32.55,Garbage
image-458,1,983,35,33,107,12.768874516800476,732,139,5.266187050359712,Paragraph
image-458,2,953,39,541,259,12.22222222222222,220,17,12.941176470588236,Paragraph
image-458,3,922,78,33,288,12.303571428571429,689,19,36.26315789473684,Paragraph
image-458,4,347,34,27,321,12.492503394491436,739,561,1.3172905525846703,Paragraph
image-458,5,315,36,593,898,12.214285714285714,171,16,10.6875,Paragraph
image-458,6,41,34,32,924,12.428323934300742,734,264,2.7803030303030303,Paragraph
image-459,0,1169,278,273,44,10.826086956521738,249,16,15.5625,Garbage
image-459,1,1169,733,29,41,12.666666666666666,38,19,2,Garbage
image-459,2,1074,39,35,107,11.78046078865751,726,48,15.125,Paragraph
image-459,3,1014,39,40,167,12.168831168831169,721,48,15.020833333333334,Paragraph
image-459,4,923,34,31,227,12.749214365881032,735,79,9.30379746835443,Paragraph
image-459,5,892,36,683,321,11.571428571428571,81,16,5.0625,Paragraph
image-459,6,802,37,32,348,12.863547758284602,731,79,9.253164556962025,Paragraph
image-459,7,770,35,684,442,11.571428571428571,81,17,4.764705882352941,Paragraph
image-459,8,619,35,33,470,12.35235342740252,732,140,5.228571428571429,Paragraph
image-459,9,589,77,33,620,12.105263157894736,690,20,34.5,Paragraph
image-459,10,42,31,32,654,12.390487019216051,737,533,1.3827392120075046,Paragraph
image-460,0,1166,33,120,42,11.125786163522012,647,21,30.80952380952381,Garbage
image-460,1,768,34,32,108,12.575456118712069,734,353,2.0793201133144477,Paragraph
image-460,2,587,35,33,471,12.185448947735743,732,171,4.280701754385965,Paragraph
image-460,3,556,36,538,657,11.894736842105264,226,16,14.125,Paragraph
